t	ldf	mean	var	multiplicity
185.500000	1.689172	-70.670622	1242.418463	767.000000
186.000000	1.689201	-70.673889	1237.003543	766.000000
186.500000	1.689238	-70.677623	1231.989505	764.000000
187.000000	1.689286	-70.693799	1228.660326	763.000000
187.500000	1.689333	-70.708713	1220.725891	761.000000
188.000000	1.689371	-70.716096	1218.138185	758.000000
188.500000	1.689411	-70.728210	1221.333292	756.000000
189.000000	1.689491	-70.719702	1227.175122	753.000000
189.500000	1.689489	-70.721161	1225.717793	751.000000
190.000000	1.689524	-70.728932	1227.559928	749.000000
190.500000	1.689589	-70.730395	1227.322751	746.000000
191.000000	1.689655	-70.726440	1230.308171	745.000000
191.500000	1.689731	-70.741200	1226.137880	745.000000
192.000000	1.689799	-70.741666	1228.752401	744.000000
192.500000	1.689882	-70.757482	1230.816319	740.000000
193.000000	1.689921	-70.753357	1240.320718	737.000000
193.500000	1.689966	-70.752573	1238.634223	735.000000
194.000000	1.690032	-70.758292	1240.297841	733.000000
194.500000	1.690070	-70.770398	1246.711376	732.000000
195.000000	1.690103	-70.778578	1241.857795	729.000000
195.500000	1.690139	-70.779320	1242.079054	728.000000
196.000000	1.690192	-70.775890	1235.448718	726.000000
196.500000	1.690263	-70.785352	1235.544124	726.000000
197.000000	1.690338	-70.794646	1234.013847	725.000000
197.500000	1.690405	-70.806281	1232.315237	725.000000
198.000000	1.690414	-70.815760	1232.468012	724.000000
198.500000	1.690463	-70.811331	1227.262404	724.000000
199.000000	1.690524	-70.821892	1231.840221	723.000000
199.500000	1.690564	-70.827287	1232.418494	722.000000
200.000000	1.690553	-70.830240	1230.103381	721.000000
